排序组,舆情场景,场景代码,方法,参数名,参数值,干预概率,重复次数,初始极化率,无干预最终极化率,干预后最终极化率,极化率降低量,观点均值_初始,观点均值_无干预,观点均值_干预后,观点标准差_初始,观点标准差_无干预,观点标准差_干预后,干预接受率
HotRank,理性讨论(钟型),consensus,suppression,Gamma,0.5,0.5,10,18.4%,70.0%,10.4%,59.6%,0.5173,0.4494,0.4634,0.2195,0.3301,0.1484,61.0%
HotRank,理性讨论(钟型),consensus,suppression,Gamma,0.5,0.6,10,18.4%,70.0%,9.4%,60.6%,0.5173,0.4494,0.4739,0.2195,0.3301,0.1413,64.5%
HotRank,理性讨论(钟型),consensus,suppression,Gamma,0.5,0.7,10,18.4%,70.0%,7.4%,62.6%,0.5173,0.4494,0.4791,0.2195,0.3301,0.1303,68.2%
HotRank,理性讨论(钟型),consensus,suppression,Gamma,0.5,0.8,10,18.4%,70.0%,5.8%,64.2%,0.5173,0.4494,0.4789,0.2195,0.3301,0.1192,70.3%
HotRank,理性讨论(钟型),consensus,suppression,Gamma,0.5,0.9,10,18.4%,70.0%,6.4%,63.6%,0.5173,0.4494,0.4805,0.2195,0.3301,0.1181,70.7%
HotRank,理性讨论(钟型),consensus,suppression,Gamma,1.0,0.1,10,18.4%,70.0%,31.8%,38.2%,0.5173,0.4494,0.4114,0.2195,0.3301,0.2261,43.8%
HotRank,理性讨论(钟型),consensus,suppression,Gamma,1.0,0.2,10,18.4%,70.0%,16.8%,53.2%,0.5173,0.4494,0.4497,0.2195,0.3301,0.1833,51.9%
HotRank,理性讨论(钟型),consensus,suppression,Gamma,1.0,0.3,10,18.4%,70.0%,12.8%,57.2%,0.5173,0.4494,0.4650,0.2195,0.3301,0.1614,56.9%
HotRank,理性讨论(钟型),consensus,suppression,Gamma,1.0,0.4,10,18.4%,70.0%,12.0%,58.0%,0.5173,0.4494,0.4702,0.2195,0.3301,0.1571,60.2%
HotRank,理性讨论(钟型),consensus,suppression,Gamma,1.0,0.5,10,18.4%,70.0%,9.6%,60.4%,0.5173,0.4494,0.4785,0.2195,0.3301,0.1422,63.8%
HotRank,理性讨论(钟型),consensus,suppression,Gamma,1.0,0.6,10,18.4%,70.0%,7.0%,63.0%,0.5173,0.4494,0.4818,0.2195,0.3301,0.1273,67.7%
HotRank,理性讨论(钟型),consensus,suppression,Gamma,1.0,0.7,10,18.4%,70.0%,6.4%,63.6%,0.5173,0.4494,0.4820,0.2195,0.3301,0.1194,69.0%
HotRank,理性讨论(钟型),consensus,suppression,Gamma,1.0,0.8,10,18.4%,70.0%,6.2%,63.8%,0.5173,0.4494,0.4829,0.2195,0.3301,0.1181,70.1%
HotRank,理性讨论(钟型),consensus,suppression,Gamma,1.0,0.9,10,18.4%,70.0%,6.4%,63.6%,0.5173,0.4494,0.4799,0.2195,0.3301,0.1195,70.7%
HotRank,理性讨论(钟型),consensus,suppression,Gamma,2.0,0.1,10,18.4%,70.0%,33.8%,36.2%,0.5173,0.4494,0.4400,0.2195,0.3301,0.2381,44.2%
HotRank,理性讨论(钟型),consensus,suppression,Gamma,2.0,0.2,10,18.4%,70.0%,17.4%,52.6%,0.5173,0.4494,0.4594,0.2195,0.3301,0.1855,52.3%
HotRank,理性讨论(钟型),consensus,suppression,Gamma,2.0,0.3,10,18.4%,70.0%,14.8%,55.2%,0.5173,0.4494,0.4742,0.2195,0.3301,0.1756,56.2%
HotRank,理性讨论(钟型),consensus,suppression,Gamma,2.0,0.4,10,18.4%,70.0%,12.6%,57.4%,0.5173,0.4494,0.4768,0.2195,0.3301,0.1632,60.5%
HotRank,理性讨论(钟型),consensus,suppression,Gamma,2.0,0.5,10,18.4%,70.0%,11.4%,58.6%,0.5173,0.4494,0.4816,0.2195,0.3301,0.1495,64.6%
HotRank,理性讨论(钟型),consensus,suppression,Gamma,2.0,0.6,10,18.4%,70.0%,9.2%,60.8%,0.5173,0.4494,0.4859,0.2195,0.3301,0.1384,66.9%
HotRank,理性讨论(钟型),consensus,suppression,Gamma,2.0,0.7,10,18.4%,70.0%,7.6%,62.4%,0.5173,0.4494,0.4814,0.2195,0.3301,0.1297,68.2%
HotRank,理性讨论(钟型),consensus,suppression,Gamma,2.0,0.8,10,18.4%,70.0%,5.8%,64.2%,0.5173,0.4494,0.4782,0.2195,0.3301,0.1225,69.7%
HotRank,理性讨论(钟型),consensus,suppression,Gamma,2.0,0.9,10,18.4%,70.0%,6.2%,63.8%,0.5173,0.4494,0.4798,0.2195,0.3301,0.1176,70.5%
HotRank,无序状态,random,scarcity,K,10,0.1,10,40.2%,79.2%,63.4%,15.8%,0.5141,0.4716,0.4254,0.2877,0.3517,0.3043,39.8%
HotRank,无序状态,random,scarcity,K,10,0.2,10,40.2%,79.2%,54.8%,24.4%,0.5141,0.4716,0.3836,0.2877,0.3517,0.2772,43.3%
HotRank,无序状态,random,scarcity,K,10,0.3,10,40.2%,79.2%,47.6%,31.6%,0.5141,0.4716,0.3698,0.2877,0.3517,0.2549,44.8%
HotRank,无序状态,random,scarcity,K,10,0.4,10,40.2%,79.2%,34.4%,44.8%,0.5141,0.4716,0.3703,0.2877,0.3517,0.2259,48.2%
HotRank,无序状态,random,scarcity,K,10,0.5,10,40.2%,79.2%,27.0%,52.2%,0.5141,0.4716,0.3767,0.2877,0.3517,0.2107,49.0%
HotRank,无序状态,random,scarcity,K,10,0.6,10,40.2%,79.2%,19.2%,60.0%,0.5141,0.4716,0.3951,0.2877,0.3517,0.1952,51.1%
HotRank,无序状态,random,scarcity,K,10,0.7,10,40.2%,79.2%,14.0%,65.2%,0.5141,0.4716,0.4159,0.2877,0.3517,0.1837,52.1%
HotRank,无序状态,random,scarcity,K,10,0.8,10,40.2%,79.2%,11.4%,67.8%,0.5141,0.4716,0.4364,0.2877,0.3517,0.1749,52.6%
HotRank,无序状态,random,scarcity,K,10,0.9,10,40.2%,79.2%,10.8%,68.4%,0.5141,0.4716,0.4580,0.2877,0.3517,0.1714,53.0%
HotRank,无序状态,random,scarcity,K,20,0.1,10,40.2%,79.2%,69.4%,9.8%,0.5141,0.4716,0.4332,0.2877,0.3517,0.3164,39.2%
HotRank,无序状态,random,scarcity,K,20,0.2,10,40.2%,79.2%,60.0%,19.2%,0.5141,0.4716,0.4311,0.2877,0.3517,0.2986,40.9%
HotRank,无序状态,random,scarcity,K,20,0.3,10,40.2%,79.2%,51.0%,28.2%,0.5141,0.4716,0.3890,0.2877,0.3517,0.2721,44.1%
HotRank,无序状态,random,scarcity,K,20,0.4,10,40.2%,79.2%,46.4%,32.8%,0.5141,0.4716,0.3776,0.2877,0.3517,0.2511,45.8%
HotRank,无序状态,random,scarcity,K,20,0.5,10,40.2%,79.2%,35.6%,43.6%,0.5141,0.4716,0.3754,0.2877,0.3517,0.2297,47.1%
HotRank,无序状态,random,scarcity,K,20,0.6,10,40.2%,79.2%,30.6%,48.6%,0.5141,0.4716,0.3830,0.2877,0.3517,0.2198,48.2%
HotRank,无序状态,random,scarcity,K,20,0.7,10,40.2%,79.2%,20.8%,58.4%,0.5141,0.4716,0.3951,0.2877,0.3517,0.1996,49.2%
HotRank,无序状态,random,scarcity,K,20,0.8,10,40.2%,79.2%,15.4%,63.8%,0.5141,0.4716,0.4124,0.2877,0.3517,0.1881,50.1%
HotRank,无序状态,random,scarcity,K,20,0.9,10,40.2%,79.2%,15.8%,63.4%,0.5141,0.4716,0.4240,0.2877,0.3517,0.1848,49.5%
HotRank,无序状态,random,scarcity,K,30,0.1,10,40.2%,79.2%,73.0%,6.2%,0.5141,0.4716,0.4468,0.2877,0.3517,0.3256,38.6%
HotRank,无序状态,random,scarcity,K,30,0.2,10,40.2%,79.2%,62.0%,17.2%,0.5141,0.4716,0.4287,0.2877,0.3517,0.3058,39.3%
HotRank,无序状态,random,scarcity,K,30,0.3,10,40.2%,79.2%,57.8%,21.4%,0.5141,0.4716,0.4192,0.2877,0.3517,0.2908,41.0%
HotRank,无序状态,random,scarcity,K,30,0.4,10,40.2%,79.2%,51.4%,27.8%,0.5141,0.4716,0.4108,0.2877,0.3517,0.2805,42.6%
HotRank,无序状态,random,scarcity,K,30,0.5,10,40.2%,79.2%,42.6%,36.6%,0.5141,0.4716,0.3894,0.2877,0.3517,0.2531,44.6%
HotRank,无序状态,random,scarcity,K,30,0.6,10,40.2%,79.2%,38.4%,40.8%,0.5141,0.4716,0.3812,0.2877,0.3517,0.2402,46.0%
HotRank,无序状态,random,scarcity,K,30,0.7,10,40.2%,79.2%,33.8%,45.4%,0.5141,0.4716,0.3903,0.2877,0.3517,0.2236,47.6%
HotRank,无序状态,random,scarcity,K,30,0.8,10,40.2%,79.2%,26.6%,52.6%,0.5141,0.4716,0.3824,0.2877,0.3517,0.2108,48.9%
HotRank,无序状态,random,scarcity,K,30,0.9,10,40.2%,79.2%,16.2%,63.0%,0.5141,0.4716,0.4158,0.2877,0.3517,0.1817,52.1%
HotRank,无序状态,random,suppression,Gamma,0.5,0.1,10,40.2%,79.2%,49.6%,29.6%,0.5141,0.4716,0.4184,0.2877,0.3517,0.2829,41.5%
HotRank,无序状态,random,suppression,Gamma,0.5,0.2,10,40.2%,79.2%,28.8%,50.4%,0.5141,0.4716,0.4327,0.2877,0.3517,0.2266,47.0%
HotRank,无序状态,random,suppression,Gamma,0.5,0.3,10,40.2%,79.2%,23.6%,55.6%,0.5141,0.4716,0.4417,0.2877,0.3517,0.2051,52.0%
HotRank,无序状态,random,suppression,Gamma,0.5,0.4,10,40.2%,79.2%,18.0%,61.2%,0.5141,0.4716,0.4672,0.2877,0.3517,0.1820,55.4%
HotRank,无序状态,random,suppression,Gamma,0.5,0.5,10,40.2%,79.2%,15.2%,64.0%,0.5141,0.4716,0.4739,0.2877,0.3517,0.1727,58.5%
HotRank,无序状态,random,suppression,Gamma,0.5,0.6,10,40.2%,79.2%,14.2%,65.0%,0.5141,0.4716,0.4783,0.2877,0.3517,0.1636,62.1%
HotRank,无序状态,random,suppression,Gamma,0.5,0.7,10,40.2%,79.2%,11.4%,67.8%,0.5141,0.4716,0.4813,0.2877,0.3517,0.1505,65.2%
HotRank,无序状态,random,suppression,Gamma,0.5,0.8,10,40.2%,79.2%,10.2%,69.0%,0.5141,0.4716,0.4842,0.2877,0.3517,0.1461,66.6%
HotRank,无序状态,random,suppression,Gamma,0.5,0.9,10,40.2%,79.2%,10.8%,68.4%,0.5141,0.4716,0.4850,0.2877,0.3517,0.1476,66.9%
HotRank,无序状态,random,suppression,Gamma,1.0,0.1,10,40.2%,79.2%,42.0%,37.2%,0.5141,0.4716,0.4084,0.2877,0.3517,0.2569,42.7%
HotRank,无序状态,random,suppression,Gamma,1.0,0.2,10,40.2%,79.2%,25.4%,53.8%,0.5141,0.4716,0.4464,0.2877,0.3517,0.2125,50.3%
HotRank,无序状态,random,suppression,Gamma,1.0,0.3,10,40.2%,79.2%,20.2%,59.0%,0.5141,0.4716,0.4758,0.2877,0.3517,0.1950,54.0%
HotRank,无序状态,random,suppression,Gamma,1.0,0.4,10,40.2%,79.2%,18.4%,60.8%,0.5141,0.4716,0.4750,0.2877,0.3517,0.1873,56.8%
HotRank,无序状态,random,suppression,Gamma,1.0,0.5,10,40.2%,79.2%,14.6%,64.6%,0.5141,0.4716,0.4836,0.2877,0.3517,0.1656,60.5%
HotRank,无序状态,random,suppression,Gamma,1.0,0.6,10,40.2%,79.2%,13.2%,66.0%,0.5141,0.4716,0.4895,0.2877,0.3517,0.1579,64.2%
HotRank,无序状态,random,suppression,Gamma,1.0,0.7,10,40.2%,79.2%,12.2%,67.0%,0.5141,0.4716,0.4864,0.2877,0.3517,0.1498,65.6%
HotRank,无序状态,random,suppression,Gamma,1.0,0.8,10,40.2%,79.2%,10.2%,69.0%,0.5141,0.4716,0.4886,0.2877,0.3517,0.1471,66.3%
HotRank,无序状态,random,suppression,Gamma,1.0,0.9,10,40.2%,79.2%,11.6%,67.6%,0.5141,0.4716,0.4827,0.2877,0.3517,0.1483,66.8%
HotRank,无序状态,random,suppression,Gamma,2.0,0.1,10,40.2%,79.2%,40.6%,38.6%,0.5141,0.4716,0.4472,0.2877,0.3517,0.2649,42.9%
HotRank,无序状态,random,suppression,Gamma,2.0,0.2,10,40.2%,79.2%,24.6%,54.6%,0.5141,0.4716,0.4752,0.2877,0.3517,0.2157,49.7%
HotRank,无序状态,random,suppression,Gamma,2.0,0.3,10,40.2%,79.2%,24.4%,54.8%,0.5141,0.4716,0.4802,0.2877,0.3517,0.2098,52.4%
HotRank,无序状态,random,suppression,Gamma,2.0,0.4,10,40.2%,79.2%,19.0%,60.2%,0.5141,0.4716,0.4853,0.2877,0.3517,0.1889,57.0%
HotRank,无序状态,random,suppression,Gamma,2.0,0.5,10,40.2%,79.2%,17.4%,61.8%,0.5141,0.4716,0.4938,0.2877,0.3517,0.1767,60.8%
HotRank,无序状态,random,suppression,Gamma,2.0,0.6,10,40.2%,79.2%,17.2%,62.0%,0.5141,0.4716,0.4934,0.2877,0.3517,0.1748,62.1%
HotRank,无序状态,random,suppression,Gamma,2.0,0.7,10,40.2%,79.2%,15.2%,64.0%,0.5141,0.4716,0.4904,0.2877,0.3517,0.1660,64.2%
HotRank,无序状态,random,suppression,Gamma,2.0,0.8,10,40.2%,79.2%,12.4%,66.8%,0.5141,0.4716,0.4858,0.2877,0.3517,0.1538,65.6%
HotRank,无序状态,random,suppression,Gamma,2.0,0.9,10,40.2%,79.2%,11.4%,67.8%,0.5141,0.4716,0.4831,0.2877,0.3517,0.1502,66.1%
TimeRank,激烈骂战(U型),polarization,scarcity,K,10,0.1,10,59.0%,77.8%,69.8%,8.0%,0.5077,0.4044,0.3793,0.3538,0.3359,0.3087,46.1%
TimeRank,激烈骂战(U型),polarization,scarcity,K,10,0.2,10,59.0%,77.8%,63.8%,14.0%,0.5077,0.4044,0.3611,0.3538,0.3359,0.2884,47.3%
TimeRank,激烈骂战(U型),polarization,scarcity,K,10,0.3,10,59.0%,77.8%,46.6%,31.2%,0.5077,0.4044,0.3699,0.3538,0.3359,0.2676,47.5%
TimeRank,激烈骂战(U型),polarization,scarcity,K,10,0.4,10,59.0%,77.8%,45.4%,32.4%,0.5077,0.4044,0.3728,0.3538,0.3359,0.2635,48.2%
TimeRank,激烈骂战(U型),polarization,scarcity,K,10,0.5,10,59.0%,77.8%,36.2%,41.6%,0.5077,0.4044,0.3810,0.3538,0.3359,0.2505,48.6%
TimeRank,激烈骂战(U型),polarization,scarcity,K,10,0.6,10,59.0%,77.8%,29.8%,48.0%,0.5077,0.4044,0.3797,0.3538,0.3359,0.2350,50.4%
TimeRank,激烈骂战(U型),polarization,scarcity,K,10,0.7,10,59.0%,77.8%,23.4%,54.4%,0.5077,0.4044,0.3967,0.3538,0.3359,0.2283,50.4%
TimeRank,激烈骂战(U型),polarization,scarcity,K,10,0.8,10,59.0%,77.8%,19.6%,58.2%,0.5077,0.4044,0.4107,0.3538,0.3359,0.2180,50.3%
TimeRank,激烈骂战(U型),polarization,scarcity,K,10,0.9,10,59.0%,77.8%,18.8%,59.0%,0.5077,0.4044,0.4524,0.3538,0.3359,0.2189,49.8%
TimeRank,激烈骂战(U型),polarization,scarcity,K,20,0.1,10,59.0%,77.8%,70.4%,7.4%,0.5077,0.4044,0.3742,0.3538,0.3359,0.3038,46.3%
TimeRank,激烈骂战(U型),polarization,scarcity,K,20,0.2,10,59.0%,77.8%,67.4%,10.4%,0.5077,0.4044,0.3633,0.3538,0.3359,0.2932,46.5%
TimeRank,激烈骂战(U型),polarization,scarcity,K,20,0.3,10,59.0%,77.8%,54.6%,23.2%,0.5077,0.4044,0.3672,0.3538,0.3359,0.2778,46.8%
TimeRank,激烈骂战(U型),polarization,scarcity,K,20,0.4,10,59.0%,77.8%,51.4%,26.4%,0.5077,0.4044,0.3694,0.3538,0.3359,0.2724,46.9%
TimeRank,激烈骂战(U型),polarization,scarcity,K,20,0.5,10,59.0%,77.8%,46.8%,31.0%,0.5077,0.4044,0.3695,0.3538,0.3359,0.2638,47.1%
TimeRank,激烈骂战(U型),polarization,scarcity,K,20,0.6,10,59.0%,77.8%,38.8%,39.0%,0.5077,0.4044,0.3665,0.3538,0.3359,0.2490,48.1%
TimeRank,激烈骂战(U型),polarization,scarcity,K,20,0.7,10,59.0%,77.8%,31.4%,46.4%,0.5077,0.4044,0.3897,0.3538,0.3359,0.2421,48.2%
TimeRank,激烈骂战(U型),polarization,scarcity,K,20,0.8,10,59.0%,77.8%,27.6%,50.2%,0.5077,0.4044,0.3940,0.3538,0.3359,0.2291,48.4%
TimeRank,激烈骂战(U型),polarization,scarcity,K,20,0.9,10,59.0%,77.8%,22.6%,55.2%,0.5077,0.4044,0.4116,0.3538,0.3359,0.2225,48.8%
TimeRank,激烈骂战(U型),polarization,scarcity,K,30,0.1,10,59.0%,77.8%,74.6%,3.2%,0.5077,0.4044,0.3881,0.3538,0.3359,0.3204,44.3%
TimeRank,激烈骂战(U型),polarization,scarcity,K,30,0.2,10,59.0%,77.8%,68.2%,9.6%,0.5077,0.4044,0.3847,0.3538,0.3359,0.3062,45.3%
TimeRank,激烈骂战(U型),polarization,scarcity,K,30,0.3,10,59.0%,77.8%,64.0%,13.8%,0.5077,0.4044,0.3893,0.3538,0.3359,0.3024,44.8%
TimeRank,激烈骂战(U型),polarization,scarcity,K,30,0.4,10,59.0%,77.8%,57.6%,20.2%,0.5077,0.4044,0.3783,0.3538,0.3359,0.2916,46.0%
TimeRank,激烈骂战(U型),polarization,scarcity,K,30,0.5,10,59.0%,77.8%,57.0%,20.8%,0.5077,0.4044,0.3707,0.3538,0.3359,0.2818,46.3%
TimeRank,激烈骂战(U型),polarization,scarcity,K,30,0.6,10,59.0%,77.8%,46.4%,31.4%,0.5077,0.4044,0.3748,0.3538,0.3359,0.2630,47.0%
TimeRank,激烈骂战(U型),polarization,scarcity,K,30,0.7,10,59.0%,77.8%,40.4%,37.4%,0.5077,0.4044,0.3801,0.3538,0.3359,0.2549,47.3%
TimeRank,激烈骂战(U型),polarization,scarcity,K,30,0.8,10,59.0%,77.8%,34.2%,43.6%,0.5077,0.4044,0.3846,0.3538,0.3359,0.2431,47.5%
TimeRank,激烈骂战(U型),polarization,scarcity,K,30,0.9,10,59.0%,77.8%,29.8%,48.0%,0.5077,0.4044,0.3957,0.3538,0.3359,0.2340,48.7%
TimeRank,激烈骂战(U型),polarization,suppression,Gamma,0.5,0.1,10,59.0%,77.8%,49.8%,28.0%,0.5077,0.4044,0.3803,0.3538,0.3359,0.2706,47.8%
TimeRank,激烈骂战(U型),polarization,suppression,Gamma,0.5,0.2,10,59.0%,77.8%,32.2%,45.6%,0.5077,0.4044,0.4178,0.3538,0.3359,0.2430,51.2%
TimeRank,激烈骂战(U型),polarization,suppression,Gamma,0.5,0.3,10,59.0%,77.8%,25.4%,52.4%,0.5077,0.4044,0.4459,0.3538,0.3359,0.2210,53.2%
TimeRank,激烈骂战(U型),polarization,suppression,Gamma,0.5,0.4,10,59.0%,77.8%,22.8%,55.0%,0.5077,0.4044,0.4697,0.3538,0.3359,0.2077,55.1%
TimeRank,激烈骂战(U型),polarization,suppression,Gamma,0.5,0.5,10,59.0%,77.8%,21.2%,56.6%,0.5077,0.4044,0.4796,0.3538,0.3359,0.1976,57.0%
TimeRank,激烈骂战(U型),polarization,suppression,Gamma,0.5,0.6,10,59.0%,77.8%,19.8%,58.0%,0.5077,0.4044,0.4873,0.3538,0.3359,0.1904,59.9%
TimeRank,激烈骂战(U型),polarization,suppression,Gamma,0.5,0.7,10,59.0%,77.8%,18.2%,59.6%,0.5077,0.4044,0.4919,0.3538,0.3359,0.1851,61.9%
TimeRank,激烈骂战(U型),polarization,suppression,Gamma,0.5,0.8,10,59.0%,77.8%,16.2%,61.6%,0.5077,0.4044,0.4943,0.3538,0.3359,0.1808,63.2%
TimeRank,激烈骂战(U型),polarization,suppression,Gamma,0.5,0.9,10,59.0%,77.8%,17.0%,60.8%,0.5077,0.4044,0.4973,0.3538,0.3359,0.1827,63.4%
TimeRank,激烈骂战(U型),polarization,suppression,Gamma,1.0,0.1,10,59.0%,77.8%,42.8%,35.0%,0.5077,0.4044,0.3932,0.3538,0.3359,0.2631,49.0%
TimeRank,激烈骂战(U型),polarization,suppression,Gamma,1.0,0.2,10,59.0%,77.8%,29.4%,48.4%,0.5077,0.4044,0.4448,0.3538,0.3359,0.2319,52.0%
TimeRank,激烈骂战(U型),polarization,suppression,Gamma,1.0,0.3,10,59.0%,77.8%,23.2%,54.6%,0.5077,0.4044,0.4690,0.3538,0.3359,0.2109,54.6%
TimeRank,激烈骂战(U型),polarization,suppression,Gamma,1.0,0.4,10,59.0%,77.8%,22.4%,55.4%,0.5077,0.4044,0.4812,0.3538,0.3359,0.2051,56.5%
TimeRank,激烈骂战(U型),polarization,suppression,Gamma,1.0,0.5,10,59.0%,77.8%,20.2%,57.6%,0.5077,0.4044,0.4953,0.3538,0.3359,0.1937,59.1%
TimeRank,激烈骂战(U型),polarization,suppression,Gamma,1.0,0.6,10,59.0%,77.8%,21.0%,56.8%,0.5077,0.4044,0.5004,0.3538,0.3359,0.1912,60.4%
TimeRank,激烈骂战(U型),polarization,suppression,Gamma,1.0,0.7,10,59.0%,77.8%,16.2%,61.6%,0.5077,0.4044,0.4969,0.3538,0.3359,0.1779,62.6%
TimeRank,激烈骂战(U型),polarization,suppression,Gamma,1.0,0.8,10,59.0%,77.8%,17.6%,60.2%,0.5077,0.4044,0.4972,0.3538,0.3359,0.1823,63.4%
TimeRank,激烈骂战(U型),polarization,suppression,Gamma,1.0,0.9,10,59.0%,77.8%,16.8%,61.0%,0.5077,0.4044,0.4951,0.3538,0.3359,0.1820,63.3%
TimeRank,激烈骂战(U型),polarization,suppression,Gamma,2.0,0.1,10,59.0%,77.8%,42.0%,35.8%,0.5077,0.4044,0.4051,0.3538,0.3359,0.2672,47.5%
TimeRank,激烈骂战(U型),polarization,suppression,Gamma,2.0,0.2,10,59.0%,77.8%,30.6%,47.2%,0.5077,0.4044,0.4603,0.3538,0.3359,0.2369,50.7%
TimeRank,激烈骂战(U型),polarization,suppression,Gamma,2.0,0.3,10,59.0%,77.8%,25.6%,52.2%,0.5077,0.4044,0.4779,0.3538,0.3359,0.2177,53.7%
TimeRank,激烈骂战(U型),polarization,suppression,Gamma,2.0,0.4,10,59.0%,77.8%,25.2%,52.6%,0.5077,0.4044,0.4930,0.3538,0.3359,0.2105,56.1%
TimeRank,激烈骂战(U型),polarization,suppression,Gamma,2.0,0.5,10,59.0%,77.8%,24.0%,53.8%,0.5077,0.4044,0.4999,0.3538,0.3359,0.2036,57.8%
TimeRank,激烈骂战(U型),polarization,suppression,Gamma,2.0,0.6,10,59.0%,77.8%,22.0%,55.8%,0.5077,0.4044,0.5026,0.3538,0.3359,0.1978,59.5%
TimeRank,激烈骂战(U型),polarization,suppression,Gamma,2.0,0.7,10,59.0%,77.8%,19.2%,58.6%,0.5077,0.4044,0.5016,0.3538,0.3359,0.1870,61.0%
TimeRank,激烈骂战(U型),polarization,suppression,Gamma,2.0,0.8,10,59.0%,77.8%,18.2%,59.6%,0.5077,0.4044,0.4993,0.3538,0.3359,0.1811,62.6%
TimeRank,激烈骂战(U型),polarization,suppression,Gamma,2.0,0.9,10,59.0%,77.8%,17.6%,60.2%,0.5077,0.4044,0.4965,0.3538,0.3359,0.1808,63.0%
TimeRank,饭圈控评(J型),fan_circle,scarcity,K,10,0.1,10,84.2%,85.6%,79.6%,6.0%,0.9070,0.7005,0.6417,0.1063,0.3088,0.3164,35.3%
TimeRank,饭圈控评(J型),fan_circle,scarcity,K,10,0.2,10,84.2%,85.6%,69.6%,16.0%,0.9070,0.7005,0.5868,0.1063,0.3088,0.3209,38.0%
TimeRank,饭圈控评(J型),fan_circle,scarcity,K,10,0.3,10,84.2%,85.6%,53.6%,32.0%,0.9070,0.7005,0.5613,0.1063,0.3088,0.3039,40.1%
TimeRank,饭圈控评(J型),fan_circle,scarcity,K,10,0.4,10,84.2%,85.6%,50.2%,35.4%,0.9070,0.7005,0.5513,0.1063,0.3088,0.2991,41.1%
TimeRank,饭圈控评(J型),fan_circle,scarcity,K,10,0.5,10,84.2%,85.6%,45.0%,40.6%,0.9070,0.7005,0.5509,0.1063,0.3088,0.2929,42.2%
TimeRank,饭圈控评(J型),fan_circle,scarcity,K,10,0.6,10,84.2%,85.6%,38.0%,47.6%,0.9070,0.7005,0.5397,0.1063,0.3088,0.2824,44.0%
TimeRank,饭圈控评(J型),fan_circle,scarcity,K,10,0.7,10,84.2%,85.6%,28.4%,57.2%,0.9070,0.7005,0.5263,0.1063,0.3088,0.2707,45.4%
TimeRank,饭圈控评(J型),fan_circle,scarcity,K,10,0.8,10,84.2%,85.6%,22.2%,63.4%,0.9070,0.7005,0.5339,0.1063,0.3088,0.2491,46.2%
TimeRank,饭圈控评(J型),fan_circle,scarcity,K,10,0.9,10,84.2%,85.6%,19.6%,66.0%,0.9070,0.7005,0.5685,0.1063,0.3088,0.2297,46.6%
TimeRank,饭圈控评(J型),fan_circle,scarcity,K,20,0.1,10,84.2%,85.6%,78.2%,7.4%,0.9070,0.7005,0.6383,0.1063,0.3088,0.3160,35.4%
TimeRank,饭圈控评(J型),fan_circle,scarcity,K,20,0.2,10,84.2%,85.6%,71.2%,14.4%,0.9070,0.7005,0.5991,0.1063,0.3088,0.3152,36.8%
TimeRank,饭圈控评(J型),fan_circle,scarcity,K,20,0.3,10,84.2%,85.6%,63.2%,22.4%,0.9070,0.7005,0.5692,0.1063,0.3088,0.3127,39.2%
TimeRank,饭圈控评(J型),fan_circle,scarcity,K,20,0.4,10,84.2%,85.6%,60.2%,25.4%,0.9070,0.7005,0.5583,0.1063,0.3088,0.3094,40.1%
TimeRank,饭圈控评(J型),fan_circle,scarcity,K,20,0.5,10,84.2%,85.6%,54.4%,31.2%,0.9070,0.7005,0.5553,0.1063,0.3088,0.2982,40.9%
TimeRank,饭圈控评(J型),fan_circle,scarcity,K,20,0.6,10,84.2%,85.6%,50.4%,35.2%,0.9070,0.7005,0.5431,0.1063,0.3088,0.2922,42.3%
TimeRank,饭圈控评(J型),fan_circle,scarcity,K,20,0.7,10,84.2%,85.6%,42.4%,43.2%,0.9070,0.7005,0.5386,0.1063,0.3088,0.2831,43.4%
TimeRank,饭圈控评(J型),fan_circle,scarcity,K,20,0.8,10,84.2%,85.6%,34.8%,50.8%,0.9070,0.7005,0.5130,0.1063,0.3088,0.2735,44.2%
TimeRank,饭圈控评(J型),fan_circle,scarcity,K,20,0.9,10,84.2%,85.6%,27.0%,58.6%,0.9070,0.7005,0.5330,0.1063,0.3088,0.2535,44.8%
TimeRank,饭圈控评(J型),fan_circle,scarcity,K,30,0.1,10,84.2%,85.6%,84.0%,1.6%,0.9070,0.7005,0.6717,0.1063,0.3088,0.3098,35.5%
TimeRank,饭圈控评(J型),fan_circle,scarcity,K,30,0.2,10,84.2%,85.6%,78.0%,7.6%,0.9070,0.7005,0.6137,0.1063,0.3088,0.3241,36.8%
TimeRank,饭圈控评(J型),fan_circle,scarcity,K,30,0.3,10,84.2%,85.6%,72.2%,13.4%,0.9070,0.7005,0.6074,0.1063,0.3088,0.3189,37.3%
TimeRank,饭圈控评(J型),fan_circle,scarcity,K,30,0.4,10,84.2%,85.6%,66.2%,19.4%,0.9070,0.7005,0.6013,0.1063,0.3088,0.3139,38.3%
TimeRank,饭圈控评(J型),fan_circle,scarcity,K,30,0.5,10,84.2%,85.6%,63.6%,22.0%,0.9070,0.7005,0.5820,0.1063,0.3088,0.3113,39.6%
TimeRank,饭圈控评(J型),fan_circle,scarcity,K,30,0.6,10,84.2%,85.6%,56.4%,29.2%,0.9070,0.7005,0.5777,0.1063,0.3088,0.3031,41.0%
